"sourceId","assetId","path","scope","mediaType","mimeType","extension","bytes","sha256","width","height","aspectRatio","orientation","hasAlpha","animated","frameCount","colorSpace","entityType","entityId","assetRole","sourceType","rightsStatus","cacheAllowed","derivativesAllowed","authenticity","manifestStatus","protected","referenced","referenceCount","referenceLocations","focalPoint","safeArea","brandIconSource","additionalProfiles","variantPolicyId","processingEligibility","processingBlockReason","duplicateGroup","decodeError","notes"
"source-7b27cb0d489c10965f17","unregistered.7b27cb0d489c10965f17","assets/design/personal-center/generated-20260905/trip-kyoto-gion.png","design-source","raster","image/png","png","2791158","3e9dd6fd8e6bd08777f43708c934ef61517108581eddbf7dcd47f6a572a2c0c1","1619","971","1.667353","","false","false","1","srgb","","","","","unknown","","","illustrative","legacy_review_required","true","true","1","[{""sourceFile"":""docs/assets/personal-center-generated-images-20260905.manifest.json"",""line"":43,""referenceType"":""literal""}]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-a05a018628d952e54f86","unregistered.a05a018628d952e54f86","assets/design/personal-center/generated-20260905/trip-osaka-castle.png","design-source","raster","image/png","png","2681145","ac753c0e5a9e0d913ace0bd534f3e9ea156dcc056134842f4f28e5ac79fe108c","1619","971","1.667353","","false","false","1","srgb","","","","","unknown","","","illustrative","legacy_review_required","true","true","1","[{""sourceFile"":""docs/assets/personal-center-generated-images-20260905.manifest.json"",""line"":71,""referenceType"":""literal""}]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-f9dbe41a301a551a06d9","unregistered.f9dbe41a301a551a06d9","assets/design/personal-center/personal-center-surface-texture.svg","design-source","svg","image/svg+xml","svg","2873","52518d86035b56491368060af555719286769f60eb0dc32f1ccad07225466fff","1920","1080","1.777778","","true","false","","","","","","","unknown","","","unreviewed","legacy_review_required","true","true","4","[{""sourceFile"":""assets/design/personal-center/README.md"",""line"":15,""referenceType"":""markdown""},{""sourceFile"":""docs/project/WBS-5.1-ASSET-SYNC.md"",""line"":22,""referenceType"":""markdown""},{""sourceFile"":""docs/project/WBS-5.1-PERSONAL-CENTER-ASSET-AUDIT.md"",""line"":29,""referenceType"":""markdown""},{""sourceFile"":""docs/tasks/RESULT-WBS-5.1-b-personal-center-assets.md"",""line"":29,""referenceType"":""markdown""}]","null","null","false","","","false","unmanifested-review-required","52518d86035b56491368060af555719286769f60eb0dc32f1ccad07225466fff","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-4e000aa0eb1ee02d432f","unregistered.4e000aa0eb1ee02d432f","assets/design/personal-center/photoreal-v3/asset-manifest.json","design-source","metadata","application/json","json","6770","2ecd20678969192b216fb8d1f53939c5521897bf979d7b4e4db0e6255fe8e7b7","","","","","","false","","","","","","","unknown","","","unreviewed","unknown-review-required","true","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-8bda709e726b7faf6f26","unregistered.8bda709e726b7faf6f26","assets/design/personal-center/photoreal-v3/previews/alpha-check.jpg","preview-only","raster","image/jpeg","jpg","101286","51e66f457b1657edec2d024a16cb721b99794cce4b4aff75ab0a4a518cfa1aa1","1600","700","2.285714","","false","false","1","srgb","","","","","unknown","","","unreviewed","legacy_review_required","true","true","1","[{""sourceFile"":""docs/project/WBS-5.1-VISUAL-ASSET-MANIFEST-PHOTOREAL-V3.md"",""line"":177,""referenceType"":""markdown""}]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-7fad197614bc9a8845ce","unregistered.7fad197614bc9a8845ce","assets/design/personal-center/photoreal-v3/previews/asset-contact-sheet.jpg","preview-only","raster","image/jpeg","jpg","371161","b8ca82b7ea77d8709a1edc8aa010bdcec6875f37e32afe26d0db9583f8f98503","1800","1200","1.5","","false","false","1","srgb","","","","","unknown","","","unreviewed","legacy_review_required","true","true","2","[{""sourceFile"":""docs/project/README-PERSONAL-CENTER-PHOTOREAL-V3.md"",""line"":20,""referenceType"":""markdown""},{""sourceFile"":""docs/project/WBS-5.1-VISUAL-ASSET-MANIFEST-PHOTOREAL-V3.md"",""line"":177,""referenceType"":""markdown""}]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-600dacc0c5800e7f1ecb","unregistered.600dacc0c5800e7f1ecb","assets/design/personal-center/photoreal-v3/sources/neutral-paper-centre-source.png","design-source","raster","image/png","png","161678","82d8933a6b352a48b97ef8789f81a071307984015c4955036c258be3c5816367","540","320","1.6875","","false","false","1","srgb","","","","","unknown","","","illustrative","legacy_review_required","true","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-372218ee3c688a5f5793","unregistered.372218ee3c688a5f5793","assets/design/personal-center/photoreal-v3/sources/sidebar-torii-photo-master.png","design-source","raster","image/png","png","1436427","dbf9cd73ed288ef73012bf8697b0006838955e351034d613b13b586c0d375f32","960","960","1","","false","false","1","srgb","","","","","unknown","","","illustrative","legacy_review_required","true","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-0a08a0a42c8c30c75361","unregistered.0a08a0a42c8c30c75361","assets/design/personal-center/photoreal-v3/sources/torii-sakura-lake-ai-source.png","design-source","raster","image/png","png","2915982","11b79ff92a1fb2cd6f510da9cc4dc5d4a2599e1a4599fe43e578a0526689ef3d","1536","1024","1.5","","false","false","1","srgb","","","","","unknown","","","illustrative","legacy_review_required","true","true","1","[{""sourceFile"":""docs/project/WBS-5.1-VISUAL-ASSET-MANIFEST-PHOTOREAL-V3.md"",""line"":26,""referenceType"":""markdown""}]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-58565aedb0c8cd9ef484","unregistered.58565aedb0c8cd9ef484","assets/design/personal-center/sidebar-torii-watercolor.svg","design-source","svg","image/svg+xml","svg","4439","e5b32b4f232e3fe1086bc1310cdaed46edafce0c90470a865a57c3e25671fca9","1200","800","1.5","","true","false","","","","","","","unknown","","","unreviewed","legacy_review_required","true","true","4","[{""sourceFile"":""assets/design/personal-center/README.md"",""line"":14,""referenceType"":""markdown""},{""sourceFile"":""docs/project/WBS-5.1-ASSET-SYNC.md"",""line"":17,""referenceType"":""markdown""},{""sourceFile"":""docs/project/WBS-5.1-PERSONAL-CENTER-ASSET-AUDIT.md"",""line"":16,""referenceType"":""markdown""},{""sourceFile"":""docs/tasks/RESULT-WBS-5.1-b-personal-center-assets.md"",""line"":24,""referenceType"":""markdown""}]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-a2a30cdfe83c4a20b9e0","unregistered.a2a30cdfe83c4a20b9e0","assets/design/preference-panel-concept.svg","design-source","svg","image/svg+xml","svg","5186","bb9a2a4b859ca06f704574bd6d705f3853966b6e6ee4d6cdfeb7815bc38874e7","1200","900","1.333333","","true","false","","","","","","","unknown","","","unreviewed","legacy_review_required","false","true","5","[{""sourceFile"":""assets/design/README.md"",""line"":39,""referenceType"":""markdown""},{""sourceFile"":""docs/decisions/project-design-master.md"",""line"":206,""referenceType"":""markdown""},{""sourceFile"":""docs/decisions/project-design-master.md"",""line"":491,""referenceType"":""markdown""},{""sourceFile"":""docs/README.md"",""line"":60,""referenceType"":""markdown""},{""sourceFile"":""docs/ui/design-system.md"",""line"":279,""referenceType"":""markdown""}]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-b6a87f6e02ac1e72676c","unregistered.b6a87f6e02ac1e72676c","assets/design/trip-planner-concept.svg","design-source","svg","image/svg+xml","svg","7427","4fce2328231acefa33a3ce254a2cf5828fdb74ce9a62599ff4e11ce7d03e89db","1600","900","1.777778","","true","false","","","","","","","unknown","","","unreviewed","legacy_review_required","false","true","5","[{""sourceFile"":""assets/design/README.md"",""line"":23,""referenceType"":""markdown""},{""sourceFile"":""docs/decisions/project-design-master.md"",""line"":168,""referenceType"":""markdown""},{""sourceFile"":""docs/decisions/project-design-master.md"",""line"":490,""referenceType"":""markdown""},{""sourceFile"":""docs/README.md"",""line"":59,""referenceType"":""markdown""},{""sourceFile"":""docs/ui/design-system.md"",""line"":249,""referenceType"":""markdown""}]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-0d017eebb2b1b0532e52","unregistered.0d017eebb2b1b0532e52","docs/assets/personal-center-generated-images-20260905.manifest.json","documentation-only","metadata","application/json","json","8521","39c9911014853759ae4e545129a66f04cc593cd3ef79c4b6e91e1dc1ae48c5e2","","","","","","false","","","","","","","unknown","","","unreviewed","unknown-review-required","false","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-fd5275db201852683674","unregistered.fd5275db201852683674","docs/evidence/WBS-5.5-B/preferences/1280x720-categories.png","documentation-only","raster","image/png","png","753895","41ad94671db721e2486c73b8bff0b59396ee4bf1b298bb8c6741c84c536c20c6","1280","720","1.777778","","false","false","1","srgb","","","","","unknown","","","unreviewed","unknown-review-required","false","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-357e7493e25d118fd9aa","unregistered.357e7493e25d118fd9aa","docs/evidence/WBS-5.5-B/preferences/1280x720-overview.png","documentation-only","raster","image/png","png","601139","20a6ca8672ce9681d9555c3f5627785968db804d6eb27e85f491c7707462488e","1280","720","1.777778","","false","false","1","srgb","","","","","unknown","","","unreviewed","unknown-review-required","false","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-ecde0cfbe5bcabcb129d","unregistered.ecde0cfbe5bcabcb129d","docs/evidence/WBS-5.5-B/preferences/1440x900-advanced.png","documentation-only","raster","image/png","png","1007315","2109fd29f4807e3b0b48c7b83d2161f1cd29e8f165678f31487296bd87890c37","1440","900","1.6","","false","false","1","srgb","","","","","unknown","","","unreviewed","unknown-review-required","false","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-447b77205bd9684c3e59","unregistered.447b77205bd9684c3e59","docs/evidence/WBS-5.5-B/preferences/1440x900-categories.png","documentation-only","raster","image/png","png","920588","9a35ea421d488acfb6ba5907084c8eba34db63a2b7bc5cffcfd17ddf3d300edd","1440","900","1.6","","false","false","1","srgb","","","","","unknown","","","unreviewed","unknown-review-required","false","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-824e81f94ce59c9774f9","unregistered.824e81f94ce59c9774f9","docs/evidence/WBS-5.5-B/preferences/1440x900-overview.png","documentation-only","raster","image/png","png","855602","a89b2d65f8d423327121881671fd39d68e8a92c33edfa43467119d3f4a080f4d","1440","900","1.6","","false","false","1","srgb","","","","","unknown","","","unreviewed","unknown-review-required","false","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-97576c7f87baa5d8d7f3","unregistered.97576c7f87baa5d8d7f3","docs/evidence/WBS-5.5-B/preferences/1440x900-reset-empty.png","documentation-only","raster","image/png","png","815855","0691b69c1a64cad09e6c4d8b9aed6b8d1fda7f002cb81d2b14caac434d9b6fd8","1440","900","1.6","","false","false","1","srgb","","","","","unknown","","","unreviewed","unknown-review-required","false","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-6e98b9720c911d3c7733","unregistered.6e98b9720c911d3c7733","docs/evidence/WBS-5.5-B/preferences/1920x1080-categories.png","documentation-only","raster","image/png","png","1357447","8e688ccfbb9cb851c1b664f66b4ff244c9329f7fa7bc72dc1ce71257772e7b27","1920","1080","1.777778","","false","false","1","srgb","","","","","unknown","","","unreviewed","unknown-review-required","false","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-b61622d0fe493541cf03","unregistered.b61622d0fe493541cf03","docs/evidence/WBS-5.5-B/preferences/1920x1080-overview.png","documentation-only","raster","image/png","png","1360098","8ee1b3ef7f4badd1ab5e4e4e2d18ce05aa5a9ddf9efcc2660b51e4c36cc7fc0f","1920","1080","1.777778","","false","false","1","srgb","","","","","unknown","","","unreviewed","unknown-review-required","false","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-ed358e7ed6ca243cfd4f","unregistered.ed358e7ed6ca243cfd4f","docs/evidence/WBS-5.5-B/preferences/320x740-categories.png","documentation-only","raster","image/png","png","183491","244dc8eb5240bbff2e910cb8eb217553e77c8db82e290cf6ae13345c7b2695f4","320","740","0.432432","","false","false","1","srgb","","","","","unknown","","","unreviewed","unknown-review-required","false","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-b6e3a1c3f2c20c06e214","unregistered.b6e3a1c3f2c20c06e214","docs/evidence/WBS-5.5-B/preferences/320x740-overview.png","documentation-only","raster","image/png","png","152325","7f37c4b6c21514b93dab82816f2d8e209bdffca1183b4f85955fd90960b66767","320","740","0.432432","","false","false","1","srgb","","","","","unknown","","","unreviewed","unknown-review-required","false","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-600e4f779c16dd519855","unregistered.600e4f779c16dd519855","docs/evidence/WBS-5.5-B/preferences/390x844-categories.png","documentation-only","raster","image/png","png","254140","1b15133b7d209f6678e1ceaf6b5cb8cb638146ee585291441cbc697d4ecc3d70","390","844","0.462085","","false","false","1","srgb","","","","","unknown","","","unreviewed","unknown-review-required","false","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-fc8467eb29c8cddd2499","unregistered.fc8467eb29c8cddd2499","docs/evidence/WBS-5.5-B/preferences/390x844-overview.png","documentation-only","raster","image/png","png","187008","d0292d4af210d157d1f39b0e7abf69494bd9ad30db44ede30b255ad46d7210f3","390","844","0.462085","","false","false","1","srgb","","","","","unknown","","","unreviewed","unknown-review-required","false","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-60b76b558bce91e47801","unregistered.60b76b558bce91e47801","docs/evidence/WBS-5.6-B/companions/1280x720-overview.png","documentation-only","raster","image/png","png","646515","d625b7a037fdee304ee111999abb8c0ece32ca7d496ab9706ca866ea008aedc9","1280","720","1.777778","","false","false","1","srgb","","","","","unknown","","","unreviewed","unknown-review-required","false","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-220e3b7929f5d434c81b","unregistered.220e3b7929f5d434c81b","docs/evidence/WBS-5.6-B/companions/1440x900-functional.png","documentation-only","raster","image/png","png","772288","f0d1f2edc2c2d70709dfd4063b23595e581077003564a34700164cb65e5e8027","1440","900","1.6","","false","false","1","srgb","","","","","unknown","","","unreviewed","unknown-review-required","false","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-f1d1c00cc3069c208a73","unregistered.f1d1c00cc3069c208a73","docs/evidence/WBS-5.6-B/companions/1440x900-overview.png","documentation-only","raster","image/png","png","771528","73a258c2442a7b411e2438aa20bf1fe03709470d938601d79a39e4d5df225044","1440","900","1.6","","false","false","1","srgb","","","","","unknown","","","unreviewed","unknown-review-required","false","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-05cf32eeef2db4423273","unregistered.05cf32eeef2db4423273","docs/evidence/WBS-5.6-B/companions/1920x1080-overview.png","documentation-only","raster","image/png","png","1164489","0e7c6af845ee82370e771cb6d80cf99d95ad322ff2ea6d6d6b8e05cf5a47ec5f","1920","1080","1.777778","","false","false","1","srgb","","","","","unknown","","","unreviewed","unknown-review-required","false","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-23f1dd18ab5b286ed8b1","unregistered.23f1dd18ab5b286ed8b1","docs/evidence/WBS-5.6-B/companions/320x740-overview.png","documentation-only","raster","image/png","png","180365","5f1e0a530b647608195273eb39602218639e14ca2610d20288faefe2291f1de5","320","740","0.432432","","false","false","1","srgb","","","","","unknown","","","unreviewed","unknown-review-required","false","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-3039f4e42d3dfe9343be","unregistered.3039f4e42d3dfe9343be","docs/evidence/WBS-5.6-B/companions/390x844-overview.png","documentation-only","raster","image/png","png","238444","cef1ff128601b38094ab1b8314ba54fc435cd2673bc51b30e68d8e3f95b69e35","390","844","0.462085","","false","false","1","srgb","","","","","unknown","","","unreviewed","unknown-review-required","false","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-81cbc8a350b3443862d1","unregistered.81cbc8a350b3443862d1","docs/evidence/WBS-5.7-B/mobility/1280x720-bottom.png","documentation-only","raster","image/png","png","557619","7eeecd15e2875a757bda4a5eccda38891a4372b5022dd43386e613a501901492","1280","720","1.777778","","false","false","1","srgb","","","","","unknown","","","unreviewed","unknown-review-required","false","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-f72c3d3f3d56b00caa12","unregistered.f72c3d3f3d56b00caa12","docs/evidence/WBS-5.7-B/mobility/1280x720-top.png","documentation-only","raster","image/png","png","820390","72e6bac6558ae92d9ffbf6807f65905286622be8a4144817d7535d35c602d192","1280","720","1.777778","","false","false","1","srgb","","","","","unknown","","","unreviewed","unknown-review-required","false","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-5e99e1683963098b2466","unregistered.5e99e1683963098b2466","docs/evidence/WBS-5.7-B/mobility/1440x900-bottom.png","documentation-only","raster","image/png","png","713063","a9094bf1842684c611b759d439d16b2c571814af4f68e337150d9739979be588","1440","900","1.6","","false","false","1","srgb","","","","","unknown","","","unreviewed","unknown-review-required","false","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-a8453f49c91844838ebc","unregistered.a8453f49c91844838ebc","docs/evidence/WBS-5.7-B/mobility/1440x900-top.png","documentation-only","raster","image/png","png","947247","197f920c9bec2d32227be195605d7008a8e2c5d05d85e847c74d0acc1d55d565","1440","900","1.6","","false","false","1","srgb","","","","","unknown","","","unreviewed","unknown-review-required","false","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-3331832dc334f1d57685","unregistered.3331832dc334f1d57685","docs/evidence/WBS-5.7-B/mobility/1920x1080-bottom.png","documentation-only","raster","image/png","png","1331642","4129451f2c86271549d0c7838147fe261bdd3d1e9508cae1d8c4b920cf1c77b7","1920","1080","1.777778","","false","false","1","srgb","","","","","unknown","","","unreviewed","unknown-review-required","false","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-4b981a9e412e7e7a94e5","unregistered.4b981a9e412e7e7a94e5","docs/evidence/WBS-5.7-B/mobility/1920x1080-top.png","documentation-only","raster","image/png","png","1430456","8c2c3ddac86e15541a0db396ec4fda6d14b43acf4ce2aad085b91e86108339a6","1920","1080","1.777778","","false","false","1","srgb","","","","","unknown","","","unreviewed","unknown-review-required","false","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-2a20571b883f40f3057a","unregistered.2a20571b883f40f3057a","docs/evidence/WBS-5.7-B/mobility/320x740-bottom.png","documentation-only","raster","image/png","png","118849","9af7f5df3cce9181de2cef01d3648182e1e01d2b17a7d6c03f83bdd3e51501c9","320","740","0.432432","","false","false","1","srgb","","","","","unknown","","","unreviewed","unknown-review-required","false","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
"source-7a44befd41a62cfddfd9","unregistered.7a44befd41a62cfddfd9","docs/evidence/WBS-5.7-B/mobility/320x740-top.png","documentation-only","raster","image/png","png","208777","4b3dc95cdf138f13090cbbee88c844c4c0a9d4449e72ee3fb5159b22f6f475f7","320","740","0.432432","","false","false","1","srgb","","","","","unknown","","","unreviewed","unknown-review-required","false","false","0","[]","null","null","false","","","false","unmanifested-review-required","","","Inventory is not rights approval. Unknown dimensions remain null; no originals are changed."
